N° de Commande,Date de Commande,Date de Livraison,Id Client,Canal,Id Produit,Quantité
CDE - 0005129,04/25/19,2019-05-05,47,Export,7,8
CDE - 0005972,04/25/19,2019-05-08,31,Grossiste,11,6
CDE - 0004148,04/26/19,2019-05-08,14,Grossiste,2,10
CDE - 0004174,04/26/19,2019-05-02,9,Grossiste,5,10
CDE - 0006260,04/26/19,2019-05-11,2,Grossiste,1,12
CDE - 0004428,04/27/19,2019-05-07,15,Grossiste,7,9
CDE - 0004616,04/27/19,2019-05-15,38,Détaillant,1,6
CDE - 0004633,04/27/19,2019-05-14,46,Grossiste,5,9
CDE - 0004744,04/27/19,2019-05-06,43,Détaillant,2,8
CDE - 0005100,04/27/19,2019-05-01,11,Grossiste,11,9
CDE - 0005105,04/27/19,2019-05-09,4,Grossiste,8,7
CDE - 0007743,04/27/19,2019-05-10,7,Grossiste,12,8
CDE - 0004299,04/28/19,2019-05-04,43,Grossiste,11,8
CDE - 0006162,04/28/19,2019-05-12,43,Grossiste,9,10
CDE - 0001285,04/29/19,2019-05-13,13,Détaillant,2,11
CDE - 0002051,04/29/19,2019-05-11,40,Grossiste,7,5
CDE - 0002285,04/29/19,2019-05-06,29,Détaillant,2,6
CDE - 0003838,04/29/19,2019-05-03,13,Grossiste,1,7
CDE - 0004167,04/29/19,2019-05-04,18,Grossiste,2,7
CDE - 0004970,04/29/19,2019-05-04,3,Grossiste,1,9
CDE - 0006686,04/29/19,2019-05-05,9,Détaillant,1,11
CDE - 0007719,04/29/19,2019-05-10,22,Grossiste,7,8
CDE - 0002107,04/30/19,2019-05-18,31,Détaillant,5,12
CDE - 0004128,04/30/19,2019-05-10,10,Grossiste,2,8
CDE - 0004325,04/30/19,2019-05-05,40,Grossiste,2,10
CDE - 0005468,04/30/19,2019-05-05,47,Détaillant,5,7
CDE - 0005679,04/30/19,2019-05-03,43,Grossiste,1,10
CDE - 0005777,04/30/19,2019-05-16,8,Grossiste,5,10
CDE - 0008078,04/30/19,2019-05-14,12,Détaillant,7,7
CDE - 000114,05/01/19,2019-05-08,17,Export,7,9
CDE - 000261,05/01/19,2019-05-16,12,Détaillant,6,12
CDE - 0001074,05/01/19,2019-05-04,14,Export,2,10
CDE - 0001273,05/01/19,2019-05-11,25,Détaillant,5,7
CDE - 0001917,05/01/19,2019-05-06,12,Détaillant,12,6
CDE - 0002135,05/01/19,2019-05-05,6,Grossiste,2,7
CDE - 0004828,05/01/19,2019-05-15,29,Export,8,6
CDE - 000534,05/02/19,2019-05-18,30,Grossiste,6,11
CDE - 000645,05/02/19,2019-05-11,13,Détaillant,7,5
CDE - 0001142,05/02/19,2019-05-08,17,Grossiste,7,7
CDE - 0002019,05/02/19,2019-05-07,13,Détaillant,4,12
CDE - 0002983,05/02/19,2019-05-08,50,Grossiste,2,5
CDE - 0003689,05/02/19,2019-05-16,42,Grossiste,10,5
CDE - 0003902,05/02/19,2019-05-13,8,Export,7,8
CDE - 0004315,05/02/19,2019-05-08,23,Export,11,8
CDE - 0004375,05/02/19,2019-05-19,33,Détaillant,2,8
CDE - 0007344,05/02/19,2019-05-14,20,Grossiste,9,12
CDE - 0007755,05/02/19,2019-05-19,50,Grossiste,5,12
CDE - 0007830,05/02/19,2019-05-10,14,Export,11,12
CDE - 0008079,05/02/19,2019-05-20,21,Grossiste,11,8
CDE - 0001008,05/03/19,2019-05-20,23,Détaillant,11,12
CDE - 0001392,05/03/19,2019-05-12,49,Export,3,9
CDE - 0001548,05/03/19,2019-05-14,44,Export,5,6
CDE - 0003569,05/03/19,2019-05-20,43,Grossiste,5,12
CDE - 0004723,05/03/19,2019-05-13,3,Détaillant,2,8
CDE - 0005955,05/03/19,2019-05-06,22,Grossiste,2,8
CDE - 0006498,05/03/19,2019-05-10,10,Grossiste,2,6
CDE - 000337,05/04/19,2019-05-20,26,Grossiste,13,6
CDE - 000601,05/04/19,2019-05-15,46,Détaillant,5,7
CDE - 0001303,05/04/19,2019-05-22,13,Grossiste,5,10
CDE - 0003248,05/04/19,2019-05-18,28,Grossiste,1,9
CDE - 0004157,05/04/19,2019-05-07,46,Grossiste,9,11
CDE - 0006134,05/04/19,2019-05-19,40,Détaillant,3,11
CDE - 0006546,05/04/19,2019-05-15,7,Grossiste,13,9
CDE - 0006585,05/04/19,2019-05-12,45,Grossiste,7,12
CDE - 0006592,05/04/19,2019-05-11,5,Grossiste,6,5
CDE - 000647,05/05/19,2019-05-19,34,Grossiste,1,8
CDE - 0001977,05/05/19,2019-05-14,6,Détaillant,7,5
CDE - 0003468,05/05/19,2019-05-09,10,Grossiste,7,9
CDE - 0004883,05/05/19,2019-05-19,7,Grossiste,2,9
CDE - 0006500,05/05/19,2019-05-19,49,Détaillant,2,8
CDE - 000747,05/06/19,2019-05-12,36,Détaillant,1,9
CDE - 0002292,05/06/19,2019-05-21,25,Détaillant,13,6
CDE - 0002424,05/06/19,2019-05-14,15,Grossiste,11,11
CDE - 0003458,05/06/19,2019-05-18,17,Grossiste,11,6
CDE - 0005078,05/06/19,2019-05-21,2,Grossiste,2,5
CDE - 0005941,05/06/19,2019-05-09,17,Grossiste,8,8
CDE - 0006078,05/06/19,2019-05-12,25,Grossiste,9,8
CDE - 0006097,05/06/19,2019-05-16,27,Grossiste,1,8
CDE - 0003388,05/07/19,2019-05-16,47,Export,2,11
CDE - 0005665,05/07/19,2019-05-11,47,Grossiste,7,11
CDE - 0005699,05/07/19,2019-05-13,18,Grossiste,9,10
CDE - 0006029,05/07/19,2019-05-22,50,Export,9,7
CDE - 0006285,05/07/19,2019-05-22,12,Export,1,6
CDE - 0007269,05/07/19,2019-05-25,46,Grossiste,7,9
CDE - 000415,05/08/19,2019-05-12,8,Grossiste,12,12
CDE - 000680,05/08/19,2019-05-12,22,Grossiste,1,8
CDE - 0002298,05/08/19,2019-05-13,13,Grossiste,9,7
CDE - 0002380,05/08/19,2019-05-11,17,Grossiste,8,7
CDE - 0003474,05/08/19,2019-05-22,18,Détaillant,9,7
CDE - 0004992,05/08/19,2019-05-14,9,Grossiste,11,8
CDE - 0006475,05/08/19,2019-05-14,45,Détaillant,11,7
CDE - 0007380,05/08/19,2019-05-23,39,Grossiste,7,10
CDE - 0007951,05/08/19,2019-05-23,3,Détaillant,7,7
CDE - 0004751,05/09/19,2019-05-17,32,Détaillant,5,9
CDE - 0005448,05/09/19,2019-05-24,10,Détaillant,7,9
CDE - 0005460,05/09/19,2019-05-17,2,Grossiste,2,9
CDE - 0005507,05/09/19,2019-05-21,19,Export,14,8
CDE - 0007664,05/09/19,2019-05-14,32,Grossiste,10,9
CDE - 000148,05/10/19,2019-05-23,49,Grossiste,2,10
CDE - 000464,05/10/19,2019-05-14,22,Grossiste,7,5
CDE - 0001567,05/10/19,2019-05-24,3,Détaillant,5,5
CDE - 0004241,05/10/19,2019-05-19,36,Détaillant,2,7
CDE - 0006184,05/10/19,2019-05-24,1,Détaillant,2,6
CDE - 0006258,05/10/19,2019-05-24,1,Détaillant,1,11
CDE - 0007701,05/10/19,2019-05-22,46,Grossiste,14,8
CDE - 0003180,05/11/19,2019-05-18,5,Export,2,5
CDE - 0005539,05/11/19,2019-05-18,19,Grossiste,2,9
CDE - 0006087,05/11/19,2019-05-18,16,Grossiste,1,5
CDE - 0006554,05/11/19,2019-05-29,16,Grossiste,6,5
CDE - 0006597,05/11/19,2019-05-15,19,Export,8,5
CDE - 000405,05/12/19,2019-05-17,21,Grossiste,8,6
CDE - 000973,05/12/19,2019-05-19,6,Détaillant,13,8
CDE - 0001680,05/12/19,2019-05-30,15,Grossiste,1,5
CDE - 0002130,05/12/19,2019-05-26,7,Export,3,6
CDE - 0003256,05/12/19,2019-05-28,16,Export,9,8
CDE - 0003586,05/12/19,2019-05-21,2,Export,2,10
CDE - 0005117,05/12/19,2019-05-18,5,Grossiste,5,12
CDE - 0005533,05/12/19,2019-05-20,38,Détaillant,10,6
CDE - 0007608,05/12/19,2019-05-29,11,Détaillant,14,10
CDE - 0002269,05/13/19,2019-05-25,24,Grossiste,9,8
CDE - 0002559,05/13/19,2019-05-19,17,Grossiste,2,7
CDE - 0003912,05/13/19,2019-05-31,49,Grossiste,9,9
CDE - 0006646,05/13/19,2019-05-19,47,Grossiste,5,11
CDE - 0006951,05/13/19,2019-05-19,45,Détaillant,1,5
CDE - 0007285,05/13/19,2019-05-25,31,Détaillant,7,7
CDE - 0007682,05/13/19,2019-05-22,39,Détaillant,10,10
CDE - 0008085,05/13/19,2019-05-20,19,Détaillant,1,5
CDE - 000362,05/14/19,2019-05-31,21,Grossiste,13,10
CDE - 0002833,05/14/19,2019-05-17,7,Export,7,11
CDE - 0004203,05/14/19,2019-05-18,34,Export,1,8
CDE - 0004321,05/14/19,2019-05-18,10,Export,3,12
CDE - 0004330,05/14/19,2019-05-23,20,Grossiste,11,5
CDE - 0004400,05/14/19,2019-05-27,28,Grossiste,11,7
CDE - 0005882,05/14/19,2019-05-24,32,Grossiste,13,8
CDE - 0006370,05/14/19,2019-05-22,29,Détaillant,8,7
CDE - 000538,05/15/19,2019-05-27,15,Export,1,5
CDE - 0001908,05/15/19,2019-05-30,44,Détaillant,1,10
CDE - 0003925,05/15/19,2019-05-18,7,Détaillant,5,6
CDE - 0004401,05/15/19,2019-05-29,24,Grossiste,1,9
CDE - 0006492,05/15/19,2019-06-01,42,Détaillant,1,11
CDE - 000408,05/16/19,2019-06-03,22,Détaillant,5,6
CDE - 0001071,05/16/19,2019-06-01,3,Export,14,10
CDE - 0002139,05/16/19,2019-05-25,34,Export,11,10
CDE - 0003977,05/16/19,2019-06-03,10,Export,8,8
CDE - 0004525,05/16/19,2019-06-01,14,Détaillant,1,5
CDE - 0007791,05/16/19,2019-05-19,48,Détaillant,5,5
CDE - 000556,05/17/19,2019-05-25,4,Grossiste,5,12
CDE - 0003062,05/17/19,2019-05-27,28,Grossiste,2,10
CDE - 0003570,05/17/19,2019-05-28,34,Grossiste,6,5
CDE - 0004735,05/17/19,2019-06-03,29,Export,3,9
CDE - 0005268,05/17/19,2019-06-04,3,Grossiste,7,10
CDE - 0006048,05/17/19,2019-06-01,20,Détaillant,1,12
CDE - 0006579,05/17/19,2019-05-26,30,Export,7,11
CDE - 0007236,05/17/19,2019-05-22,23,Détaillant,1,10
CDE - 0007383,05/17/19,2019-05-25,17,Grossiste,1,10
CDE - 0001143,05/18/19,2019-05-29,22,Détaillant,1,11
CDE - 0002502,05/18/19,2019-05-26,42,Détaillant,7,9
CDE - 0003222,05/18/19,2019-05-23,6,Grossiste,5,5
CDE - 0003581,05/18/19,2019-05-29,20,Export,1,9
CDE - 0004110,05/18/19,2019-05-22,9,Détaillant,13,7
CDE - 0004596,05/18/19,2019-05-27,32,Détaillant,7,5
CDE - 0006286,05/18/19,2019-05-30,11,Grossiste,5,5
CDE - 0007969,05/18/19,2019-05-30,13,Grossiste,11,9
CDE - 000814,05/19/19,2019-05-26,42,Grossiste,11,11
CDE - 0003352,05/19/19,2019-05-31,40,Grossiste,7,12
CDE - 0003598,05/19/19,2019-05-24,29,Grossiste,1,9
CDE - 0003804,05/19/19,2019-05-31,48,Grossiste,13,5
CDE - 0004586,05/19/19,2019-05-31,35,Grossiste,11,8
CDE - 0004752,05/19/19,2019-05-26,50,Grossiste,2,6
CDE - 0005165,05/19/19,2019-05-29,35,Export,4,10
CDE - 0005287,05/19/19,2019-05-22,32,Détaillant,11,10
CDE - 0007256,05/19/19,2019-06-04,32,Détaillant,5,5
CDE - 000332,05/20/19,2019-06-01,19,Grossiste,5,5
CDE - 000571,05/20/19,2019-06-07,22,Grossiste,11,10
CDE - 000662,05/20/19,2019-05-26,4,Export,9,5
CDE - 000678,05/20/19,2019-05-27,18,Grossiste,13,11
CDE - 0002277,05/20/19,2019-05-25,44,Détaillant,3,10
CDE - 0004822,05/20/19,2019-05-30,25,Grossiste,8,11
CDE - 0005407,05/20/19,2019-05-25,10,Grossiste,1,6
CDE - 0005757,05/20/19,2019-05-24,39,Détaillant,2,9
CDE - 0001827,05/21/19,2019-05-28,45,Détaillant,13,7
CDE - 0002679,05/21/19,2019-06-04,46,Détaillant,13,8
CDE - 0002907,05/21/19,2019-06-03,26,Grossiste,1,7
CDE - 0003624,05/21/19,2019-05-27,38,Grossiste,13,7
CDE - 0004833,05/21/19,2019-05-31,40,Grossiste,1,7
CDE - 0005655,05/21/19,2019-06-06,37,Détaillant,11,6
CDE - 0007967,05/21/19,2019-05-27,12,Détaillant,13,11
CDE - 000914,05/22/19,2019-06-01,8,Grossiste,11,10
CDE - 0001114,05/22/19,2019-05-28,34,Export,4,11
CDE - 0003423,05/22/19,2019-06-02,26,Détaillant,1,8
CDE - 0003830,05/22/19,2019-06-05,35,Export,1,11
CDE - 0004050,05/22/19,2019-06-05,24,Grossiste,13,9
CDE - 0004151,05/22/19,2019-06-01,6,Grossiste,7,5
CDE - 0004852,05/22/19,2019-06-03,45,Détaillant,5,10
CDE - 0001422,05/23/19,2019-06-08,17,Grossiste,11,12
CDE - 0003759,05/23/19,2019-06-05,43,Détaillant,7,5
CDE - 0004304,05/23/19,2019-06-07,43,Export,1,6
CDE - 0005139,05/23/19,2019-06-04,5,Grossiste,7,12
CDE - 0005173,05/23/19,2019-06-08,13,Export,1,8
CDE - 0005912,05/23/19,2019-06-07,15,Grossiste,3,12
CDE - 0006188,05/23/19,2019-06-05,2,Détaillant,10,12
CDE - 0006459,05/23/19,2019-05-28,26,Grossiste,11,6
CDE - 000456,05/24/19,2019-05-27,5,Détaillant,14,7
CDE - 0001878,05/24/19,2019-05-29,6,Détaillant,1,6
CDE - 0002627,05/24/19,2019-05-28,8,Grossiste,1,11
CDE - 0002776,05/24/19,2019-06-05,43,Grossiste,2,8
CDE - 0004740,05/24/19,2019-06-07,1,Grossiste,5,10
CDE - 0006338,05/24/19,2019-06-07,49,Grossiste,7,7
CDE - 0006469,05/24/19,2019-05-30,18,Détaillant,9,5
CDE - 0001245,05/25/19,2019-05-31,46,Export,13,8
CDE - 0001750,05/25/19,2019-06-08,34,Grossiste,1,7
CDE - 0004352,05/25/19,2019-06-05,33,Détaillant,7,6
CDE - 0007138,05/25/19,2019-06-11,9,Détaillant,5,7
CDE - 0002123,05/26/19,2019-05-29,45,Grossiste,11,5
CDE - 0003257,05/26/19,2019-06-05,23,Grossiste,2,6
CDE - 0005812,05/26/19,2019-06-06,50,Grossiste,1,7
CDE - 0005887,05/26/19,2019-06-11,6,Export,5,6
CDE - 0007087,05/26/19,2019-06-10,6,Détaillant,5,11
CDE - 0007405,05/26/19,2019-06-07,45,Grossiste,5,8
CDE - 0007659,05/26/19,2019-05-31,22,Export,9,8
CDE - 0007833,05/26/19,2019-06-11,25,Grossiste,1,12
CDE - 000109,05/27/19,2019-06-01,9,Grossiste,6,7
CDE - 000307,05/27/19,2019-06-05,1,Grossiste,10,12
CDE - 0001184,05/27/19,2019-06-02,7,Grossiste,5,12
CDE - 0001210,05/27/19,2019-06-12,48,Grossiste,7,10
CDE - 0004175,05/27/19,2019-06-14,49,Détaillant,5,12
CDE - 0007377,05/27/19,2019-06-06,21,Grossiste,9,11
CDE - 0007382,05/27/19,2019-06-12,6,Grossiste,2,6
CDE - 0007904,05/27/19,2019-06-07,38,Export,2,7
CDE - 0001785,05/28/19,2019-06-12,5,Export,1,11
CDE - 0002110,05/28/19,2019-06-12,38,Grossiste,7,11
CDE - 0002746,05/28/19,2019-06-14,9,Détaillant,7,10
CDE - 0003426,05/28/19,2019-06-08,18,Grossiste,2,11
CDE - 0004587,05/28/19,2019-06-05,49,Grossiste,2,8
CDE - 0006854,05/28/19,2019-06-13,44,Grossiste,9,12
CDE - 0008038,05/28/19,2019-06-07,28,Grossiste,4,5
CDE - 0001513,05/29/19,2019-06-09,42,Grossiste,12,7
CDE - 0002049,05/29/19,2019-06-09,46,Grossiste,13,10
CDE - 0002249,05/29/19,2019-06-15,24,Détaillant,2,11
CDE - 0003425,05/29/19,2019-06-06,24,Détaillant,12,12
CDE - 0003623,05/29/19,2019-06-01,7,Grossiste,8,8
CDE - 0003811,05/29/19,2019-06-08,45,Détaillant,7,11
CDE - 0004256,05/29/19,2019-06-07,3,Grossiste,5,12
CDE - 0007035,05/29/19,2019-06-11,27,Grossiste,11,11
CDE - 0002300,05/30/19,2019-06-06,44,Détaillant,5,11
CDE - 0003121,05/30/19,2019-06-09,40,Export,2,6
CDE - 0003948,05/30/19,2019-06-05,45,Grossiste,7,8
CDE - 0005863,05/30/19,2019-06-15,47,Détaillant,9,10
CDE - 0006294,05/30/19,2019-06-13,4,Grossiste,4,6
CDE - 0007858,05/30/19,2019-06-17,26,Détaillant,7,8
CDE - 0008014,05/30/19,2019-06-16,44,Détaillant,2,9
CDE - 0001244,05/31/19,2019-06-06,6,Grossiste,7,12
CDE - 0002236,05/31/19,2019-06-03,29,Export,1,8
CDE - 0002941,05/31/19,2019-06-13,33,Grossiste,2,11
CDE - 0003054,05/31/19,2019-06-13,27,Détaillant,5,11
CDE - 0003225,05/31/19,2019-06-04,26,Détaillant,6,5
CDE - 0004926,05/31/19,2019-06-17,45,Export,11,8
CDE - 0005195,05/31/19,2019-06-08,46,Grossiste,8,8
CDE - 0006075,05/31/19,2019-06-18,30,Grossiste,6,12
CDE - 0006127,05/31/19,2019-06-07,24,Grossiste,1,12
CDE - 0001085,06/01/19,2019-06-11,32,Grossiste,1,11
CDE - 0001645,06/01/19,2019-06-09,17,Export,2,10
CDE - 0002183,06/01/19,2019-06-04,49,Grossiste,6,8
CDE - 0004870,06/01/19,2019-06-08,12,Détaillant,7,5
CDE - 0005043,06/01/19,2019-06-06,34,Détaillant,1,10
CDE - 0005825,06/01/19,2019-06-10,26,Détaillant,10,12
CDE - 000689,06/02/19,2019-06-06,14,Grossiste,2,7
CDE - 0003299,06/02/19,2019-06-15,48,Grossiste,7,6
CDE - 0003739,06/02/19,2019-06-12,4,Grossiste,11,10
CDE - 0004601,06/02/19,2019-06-05,7,Grossiste,2,8
CDE - 0005081,06/02/19,2019-06-11,46,Grossiste,9,5
CDE - 0005750,06/02/19,2019-06-16,7,Détaillant,2,5
CDE - 0001718,06/03/19,2019-06-06,25,Export,1,10
CDE - 0002230,06/03/19,2019-06-07,4,Grossiste,2,7
CDE - 0003580,06/03/19,2019-06-13,13,Détaillant,5,11
CDE - 0003603,06/03/19,2019-06-07,19,Grossiste,2,9
CDE - 0006866,06/03/19,2019-06-10,20,Détaillant,11,7
CDE - 0007110,06/03/19,2019-06-07,19,Détaillant,5,7
CDE - 0007369,06/03/19,2019-06-08,46,Grossiste,11,8
CDE - 000518,06/04/19,2019-06-13,28,Grossiste,2,6
CDE - 0003732,06/04/19,2019-06-21,30,Grossiste,1,12
CDE - 0004619,06/04/19,2019-06-11,34,Grossiste,12,5
CDE - 0004645,06/04/19,2019-06-09,46,Grossiste,7,8
CDE - 0005541,06/04/19,2019-06-16,26,Grossiste,3,9
CDE - 0007069,06/04/19,2019-06-14,48,Détaillant,5,11
CDE - 0007125,06/04/19,2019-06-15,39,Export,1,6
CDE - 000805,06/05/19,2019-06-10,44,Export,9,6
CDE - 000864,06/05/19,2019-06-15,41,Export,1,6
CDE - 0001274,06/05/19,2019-06-16,34,Détaillant,2,8
CDE - 0001872,06/05/19,2019-06-22,16,Export,2,5
CDE - 0001960,06/05/19,2019-06-16,42,Export,2,11
CDE - 0003138,06/05/19,2019-06-21,38,Grossiste,1,10
CDE - 0003282,06/05/19,2019-06-13,32,Grossiste,11,10
CDE - 0005732,06/05/19,2019-06-11,6,Export,2,6
CDE - 0005856,06/05/19,2019-06-23,45,Grossiste,7,8
CDE - 0006432,06/05/19,2019-06-11,21,Détaillant,5,11
CDE - 0006717,06/05/19,2019-06-18,30,Export,7,6
CDE - 0007066,06/05/19,2019-06-10,9,Détaillant,11,5
CDE - 0008003,06/05/19,2019-06-18,31,Détaillant,7,11
CDE - 0001037,06/06/19,2019-06-20,45,Grossiste,9,7
CDE - 0001301,06/06/19,2019-06-23,10,Export,7,6
CDE - 0002172,06/06/19,2019-06-11,1,Export,1,5
CDE - 0003085,06/06/19,2019-06-21,37,Grossiste,1,6
CDE - 0003554,06/06/19,2019-06-16,45,Export,5,10
CDE - 0003589,06/06/19,2019-06-18,47,Grossiste,2,6
CDE - 0005037,06/06/19,2019-06-23,34,Détaillant,10,10
CDE - 0005678,06/06/19,2019-06-11,27,Grossiste,7,7
CDE - 0006625,06/06/19,2019-06-13,44,Détaillant,5,7
CDE - 0006631,06/06/19,2019-06-11,21,Détaillant,5,12
CDE - 0006897,06/06/19,2019-06-18,46,Détaillant,2,9
CDE - 000132,06/07/19,2019-06-17,35,Détaillant,5,6
CDE - 000701,06/07/19,2019-06-13,25,Grossiste,9,7
CDE - 0001118,06/07/19,2019-06-16,12,Grossiste,7,11
CDE - 0001197,06/07/19,2019-06-24,6,Export,8,8
CDE - 0004113,06/07/19,2019-06-14,39,Détaillant,2,7
CDE - 0005133,06/07/19,2019-06-22,29,Grossiste,13,5
CDE - 0005810,06/07/19,2019-06-15,36,Grossiste,4,11
CDE - 0005929,06/07/19,2019-06-13,25,Grossiste,1,10
CDE - 0007181,06/07/19,2019-06-23,21,Grossiste,14,12
CDE - 0007782,06/07/19,2019-06-24,15,Détaillant,14,12
CDE - 0001318,06/08/19,2019-06-22,43,Grossiste,8,8
CDE - 0002059,06/08/19,2019-06-18,45,Grossiste,11,9
CDE - 0002903,06/08/19,2019-06-26,2,Grossiste,1,9
CDE - 0003978,06/08/19,2019-06-14,7,Détaillant,7,11
CDE - 0004112,06/08/19,2019-06-23,39,Détaillant,5,6
CDE - 0007624,06/08/19,2019-06-23,6,Export,9,11
CDE - 000296,06/09/19,2019-06-14,29,Grossiste,11,11
CDE - 0001388,06/09/19,2019-06-23,9,Grossiste,7,10
CDE - 0002227,06/09/19,2019-06-20,41,Détaillant,2,8
CDE - 0002777,06/09/19,2019-06-24,10,Détaillant,9,11
CDE - 0004696,06/09/19,2019-06-26,42,Détaillant,9,6
CDE - 0004778,06/09/19,2019-06-18,40,Détaillant,8,8
CDE - 0005001,06/09/19,2019-06-15,45,Export,11,6
CDE - 0005830,06/09/19,2019-06-18,5,Détaillant,14,6
CDE - 0006569,06/09/19,2019-06-25,6,Export,11,9
CDE - 0007381,06/09/19,2019-06-24,13,Grossiste,11,5
CDE - 0007642,06/09/19,2019-06-21,34,Détaillant,9,6
CDE - 000229,06/10/19,2019-06-15,49,Export,2,11
CDE - 000532,06/10/19,2019-06-23,26,Détaillant,2,5
CDE - 000761,06/10/19,2019-06-20,24,Grossiste,7,10
CDE - 0002552,06/10/19,2019-06-21,5,Grossiste,2,6
CDE - 0004850,06/10/19,2019-06-24,34,Grossiste,7,6
CDE - 0005546,06/10/19,2019-06-20,18,Grossiste,11,6
CDE - 0006878,06/10/19,2019-06-14,37,Grossiste,6,5
CDE - 0007859,06/10/19,2019-06-22,34,Export,1,9
CDE - 000809,06/11/19,2019-06-20,31,Détaillant,1,8
CDE - 0004300,06/11/19,2019-06-16,3,Grossiste,11,9
CDE - 0004387,06/11/19,2019-06-19,22,Grossiste,10,5
CDE - 0004746,06/11/19,2019-06-20,30,Grossiste,7,6
CDE - 0006201,06/11/19,2019-06-25,10,Détaillant,9,5
CDE - 000131,06/12/19,2019-06-19,29,Détaillant,1,7
CDE - 0002428,06/12/19,2019-06-21,32,Grossiste,8,7
CDE - 0006225,06/12/19,2019-06-27,8,Détaillant,7,9
CDE - 0007690,06/12/19,2019-06-30,17,Grossiste,11,11
CDE - 0001242,06/13/19,2019-06-29,39,Grossiste,9,12
CDE - 0001387,06/13/19,2019-06-25,8,Grossiste,2,11
CDE - 0001881,06/13/19,2019-06-23,15,Grossiste,11,12
CDE - 0001959,06/13/19,2019-06-19,23,Export,12,8
CDE - 0001993,06/13/19,2019-06-26,12,Export,2,5
CDE - 0002615,06/13/19,2019-06-25,17,Grossiste,13,8
CDE - 0003462,06/13/19,2019-06-21,39,Détaillant,4,6
CDE - 0003566,06/13/19,2019-06-19,26,Grossiste,11,6
CDE - 0003769,06/13/19,2019-06-21,25,Détaillant,7,7
CDE - 0005143,06/13/19,2019-07-01,18,Export,11,12
CDE - 0007600,06/13/19,2019-06-26,46,Détaillant,13,5
CDE - 0001693,06/14/19,2019-07-02,27,Grossiste,5,9
CDE - 0001868,06/14/19,2019-06-29,32,Grossiste,7,8
CDE - 0002317,06/14/19,2019-06-19,31,Grossiste,7,5
CDE - 0002954,06/14/19,2019-06-25,32,Grossiste,12,5
CDE - 0003037,06/14/19,2019-06-20,25,Export,3,9
CDE - 0007838,06/14/19,2019-07-02,9,Export,9,12
CDE - 0001823,06/15/19,2019-06-24,18,Export,11,5
CDE - 0002739,06/15/19,2019-07-01,11,Détaillant,1,12
CDE - 0003808,06/15/19,2019-06-24,3,Grossiste,13,9
CDE - 0006956,06/15/19,2019-06-30,31,Détaillant,5,9
CDE - 0007409,06/15/19,2019-06-18,21,Détaillant,11,9
CDE - 0007638,06/15/19,2019-06-30,47,Grossiste,7,11
CDE - 000218,06/16/19,2019-07-03,25,Détaillant,1,5
CDE - 0001092,06/16/19,2019-06-29,40,Grossiste,1,10
CDE - 0001138,06/16/19,2019-06-27,8,Grossiste,5,12
CDE - 0001280,06/16/19,2019-06-29,23,Détaillant,1,7
CDE - 0003643,06/16/19,2019-06-23,19,Grossiste,7,5
CDE - 0003762,06/16/19,2019-07-01,46,Grossiste,2,6
CDE - 0003996,06/16/19,2019-07-01,35,Détaillant,1,11
CDE - 0005424,06/16/19,2019-06-24,28,Grossiste,1,7
CDE - 0005793,06/16/19,2019-06-27,45,Détaillant,2,8
CDE - 0007135,06/16/19,2019-06-23,14,Grossiste,9,9
CDE - 0007877,06/16/19,2019-07-02,11,Export,7,8
CDE - 000868,06/17/19,2019-07-03,25,Grossiste,5,10
CDE - 0001036,06/17/19,2019-07-01,37,Détaillant,5,9
CDE - 0002066,06/17/19,2019-06-23,27,Détaillant,1,11
CDE - 0006665,06/17/19,2019-06-21,6,Grossiste,1,6
CDE - 0008047,06/17/19,2019-06-29,21,Grossiste,2,9
CDE - 000184,06/18/19,2019-07-01,18,Grossiste,3,10
CDE - 000499,06/18/19,2019-06-24,28,Grossiste,1,9
CDE - 0001308,06/18/19,2019-06-26,46,Détaillant,2,8
CDE - 0001563,06/18/19,2019-07-03,10,Export,7,8
CDE - 0003954,06/18/19,2019-06-30,30,Export,10,11
CDE - 0004506,06/18/19,2019-07-03,1,Grossiste,5,10
CDE - 0004702,06/18/19,2019-07-06,41,Détaillant,1,11
CDE - 0008037,06/18/19,2019-06-22,47,Détaillant,7,11
CDE - 000844,06/19/19,2019-06-23,33,Grossiste,11,11
CDE - 000870,06/19/19,2019-06-30,7,Grossiste,11,7
CDE - 0001769,06/19/19,2019-07-01,13,Détaillant,1,6
CDE - 0002676,06/19/19,2019-06-30,17,Détaillant,1,12
CDE - 0005060,06/19/19,2019-06-26,11,Grossiste,1,5
CDE - 0007274,06/19/19,2019-07-02,19,Détaillant,4,11
CDE - 0002010,06/20/19,2019-06-25,4,Détaillant,1,11
CDE - 0003018,06/20/19,2019-06-24,10,Détaillant,9,6
CDE - 0005159,06/20/19,2019-06-25,33,Détaillant,9,7
CDE - 0005574,06/20/19,2019-07-08,36,Détaillant,11,9
CDE - 0006237,06/20/19,2019-06-23,32,Grossiste,3,8
CDE - 0006263,06/20/19,2019-06-25,45,Grossiste,8,10
CDE - 0006376,06/20/19,2019-06-30,4,Grossiste,2,12
CDE - 0006411,06/20/19,2019-06-23,19,Grossiste,1,5
CDE - 0006933,06/20/19,2019-07-02,33,Export,13,11
CDE - 0007605,06/20/19,2019-07-04,16,Grossiste,11,7
CDE - 0007636,06/20/19,2019-07-07,50,Détaillant,5,9
